Student_ID,Name,Age,Gender,City,Department,Semester,Hostel,Attendance_%,Study_Hours_Daily,Assignment_%,Midterm_Marks,Final_Exam_Marks,Project_Marks,Coding_Score,Communication_Score,Sleep_Hours,Screen_Time_Hours,Annual_Fees,Grade,Attendance_Status
STU1192,Dev,18,Male,Mumbai,CSE,3,No,55.2,3.2,88.4,78,93,68,47,40.0,8.5,5.5,72224,B,Irregular
STU1193,Aman,19,Male,Jaipur,Mechanical,3,Yes,72.0,5.9,45.2,90,80,76,36,87.0,5.3,7.7,85372,B+,Irregular
STU1194,Dev,23,Male,Bangalore,Mechanical,3,Yes,63.2,5.5,47.7,58,40,56,87,76.0,6.1,9.7,88971,B,Irregular
STU1195,Sneha,22,Male,Pune,ECE,8,Yes,94.0,5.6,71.0,81,47,53,90,42.0,8.5,3.7,146396,B,Regular
STU1196,Arjun,19,Male,Hyderabad,Mechanical,4,Yes,88.9,5.8,70.7,68,38,63,27,36.0,7.1,2.7,103002,D,Regular
STU1197,Nisha,21,Male,Bangalore,ECE,6,Yes,71.6,3.7,63.6,91,78,93,73,39.0,4.6,3.0,101881,B+,Irregular
STU1198,Harsh,20,Male,Pune,ECE,4,No,56.4,5.7,62.2,37,46,51,73,53.0,8.0,8.2,178647,C,Irregular
STU1199,Varun,18,Female,Bangalore,AI & DS,7,No,60.9,3.3,63.8,61,82,81,78,76.0,7.8,3.8,131240,B+,Irregular
STU1200,Arjun,20,Male,Kolkata,CSE,7,Yes,71.7,3.0,56.4,50,72,92,96,36.0,5.2,9.2,164108,B,Irregular
STU1201,Aman,22,Female,Pune,ECE,3,Yes,65.3,4.9,87.7,62,73,65,23,38.0,5.4,7.8,130614,C,Irregular
STU1202,Priya,22,Female,Kolkata,Mechanical,7,Yes,61.3,5.7,59.3,60,54,49,64,40.0,6.1,9.3,102983,C,Irregular
STU1203,Neha,19,Male,Pune,Mechanical,1,Yes,87.6,1.3,67.9,91,76,70,65,55.0,5.9,8.1,154703,B+,Regular
STU1204,Varun,23,Female,,AI & DS,2,No,77.5,4.0,47.4,55,75,44,25,67.0,5.2,5.6,147227,C,Regular
STU1205,Ananya,21,Male,Kolkata,IT,2,No,95.4,5.0,59.3,67,79,50,47,99.0,6.5,6.7,166566,B,Regular
STU1206,Harsh,19,Male,Bangalore,ECE,2,Yes,64.6,3.7,92.0,60,35,43,48,88.0,8.0,4.5,133069,C,Irregular
STU1207,Krishna,19,Female,Bangalore,Mechanical,8,No,83.8,2.6,79.9,73,88,59,63,38.0,5.5,4.6,154289,B,Regular
STU1208,Isha,22,Male,Ahmedabad,Mechanical,1,No,78.2,3.8,95.6,82,51,76,46,96.0,9.0,2.4,162764,B+,Regular
STU1209,Sneha,22,Female,Pune,Civil,3,No,76.7,5.6,58.2,54,64,74,97,46.0,5.4,9.3,168134,B,Regular
STU1210,Simran,19,Female,Haridwar,Civil,4,Yes,77.8,6.0,76.0,75,34,97,84,46.0,6.4,4.6,178946,B,Regular
STU1211,Nisha,23,Female,Chennai,ECE,4,Yes,61.5,4.8,56.2,81,100,65,59,34.0,5.6,4.4,164319,B,Irregular
STU1212,Aarav,20,Male,Kolkata,IT,8,Yes,93.5,3.3,83.1,62,97,97,34,66.0,8.0,7.2,131250,B+,Regular
STU1213,Varun,22,Female,Haridwar,CSE,5,Yes,78.2,1.4,64.9,83,82,95,42,98.0,7.8,3.6,155076,A,Regular
STU1214,Nikhil,21,Female,Mumbai,Mechanical,7,Yes,68.7,6.9,68.2,37,80,61,66,97.0,5.9,4.6,93064,B,Irregular
STU1215,Riya,23,Male,Hyderabad,Civil,8,Yes,66.4,3.7,67.8,85,86,87,66,68.0,7.9,2.2,100881,B+,Irregular
STU1216,Arjun,21,Male,Haridwar,IT,5,Yes,90.1,1.7,73.3,43,40,71,29,46.0,6.8,5.0,80728,D,Regular
STU1217,Aarav,19,Male,Haridwar,CSE,2,Yes,75.2,1.4,52.8,100,44,71,58,99.0,5.5,7.3,105060,B+,Regular
STU1218,Aarav,18,Male,Ahmedabad,Mechanical,8,No,93.5,6.1,66.1,97,78,51,66,84.0,4.6,8.7,88919,B+,Regular
STU1219,Yash,20,Male,,AI & DS,1,Yes,90.9,7.8,47.8,67,43,73,80,33.0,6.8,7.7,70389,C,Regular
STU1220,Aadhya,18,Female,Pune,Mechanical,7,No,60.3,7.1,82.0,98,91,74,38,72.0,8.1,4.0,176870,B+,Irregular
STU1221,Varun,22,Male,Bangalore,IT,4,Yes,80.7,7.5,68.7,50,80,57,99,41.0,8.5,6.8,70887,B,Regular
STU1222,Mohit,19,Female,Chennai,Mechanical,1,Yes,90.3,6.5,85.3,96,79,87,38,98.0,5.0,8.2,160239,B+,Regular
STU1223,Karan,19,Female,Ahmedabad,CSE,2,No,88.8,4.8,98.8,54,58,63,82,86.0,7.0,3.5,84256,B,Regular
STU1224,Nikhil,19,Female,Hyderabad,ECE,3,Yes,70.6,1.5,49.2,37,39,73,54,31.0,8.8,4.4,134619,D,Irregular
STU1225,Aditya,23,Male,Ahmedabad,CSE,1,No,75.6,5.3,62.2,100,59,92,53,51.0,5.7,6.8,99084,B+,Regular
STU1226,Simran,20,Female,Bangalore,IT,8,No,62.8,5.4,65.5,60,39,92,98,88.0,4.7,7.0,172700,B+,Irregular
STU1227,Arjun,18,Male,Ahmedabad,AI & DS,8,No,81.2,1.7,45.5,83,38,75,20,39.0,6.5,2.7,77674,C,Regular
STU1228,Harsh,20,Male,Ahmedabad,IT,8,No,58.8,5.3,80.1,59,57,86,34,33.0,5.6,7.7,163863,C,Irregular
STU1229,Diya,19,Female,Delhi,IT,6,No,84.4,5.2,77.7,57,81,86,82,98.0,6.2,4.7,136897,A,Regular
STU1230,Aditya,19,Female,Jaipur,IT,6,No,91.2,1.5,65.4,53,65,98,82,75.0,8.6,6.7,78024,B+,Regular
STU1231,Ananya,19,Female,Bangalore,ECE,5,No,70.0,2.7,83.8,94,57,72,73,66.0,6.4,5.5,108506,B+,Irregular
STU1232,Dev,22,Female,Hyderabad,Civil,3,No,97.1,1.2,56.6,52,92,61,30,87.0,5.8,7.7,146709,B,Regular
STU1233,Neha,19,Female,Bangalore,ECE,7,Yes,84.5,6.7,82.7,35,67,60,48,34.0,5.0,4.3,168499,D,Regular
STU1234,Nisha,22,Male,Ahmedabad,Mechanical,8,Yes,96.6,6.8,56.9,61,85,81,42,54.0,8.1,8.3,132061,B,Regular
STU1235,Rohan,20,Male,Mumbai,AI & DS,1,No,70.9,6.6,93.6,92,68,55,80,38.0,6.1,5.7,76968,B,Irregular
STU1236,Kavya,21,Male,Chennai,Civil,1,Yes,55.6,1.0,84.5,63,66,62,32,61.0,7.8,6.1,140293,C,Irregular
STU1237,Meera,21,Male,Pune,ECE,1,No,79.4,5.3,58.5,64,61,81,97,39.0,4.8,5.1,119298,B,Regular
STU1238,Aarav,23,Male,Mumbai,IT,2,No,70.1,5.9,54.4,62,53,47,28,76.0,6.8,5.3,126053,C,Irregular
STU1239,Harsh,19,Male,Chennai,Civil,5,No,80.9,7.3,56.2,82,77,88,83,90.0,6.8,5.4,106413,A,Regular
STU1240,Aryan,21,Female,Haridwar,AI & DS,4,Yes,90.7,4.7,91.0,59,32,54,48,61.0,8.2,8.7,146274,C,Regular
STU1241,Meera,20,Male,Bangalore,AI & DS,6,Yes,60.7,6.6,94.6,63,48,41,60,74.0,5.4,2.5,72581,C,Irregular
STU1242,Priya,19,Female,Hyderabad,Mechanical,8,Yes,76.6,4.9,62.7,91,65,54,76,78.0,5.5,4.8,92335,B+,Regular
STU1243,Diya,19,Female,Jaipur,CSE,4,Yes,82.4,6.6,87.5,89,91,43,79,59.0,7.0,2.5,91639,B+,Regular
STU1244,Isha,22,Male,,Mechanical,1,Yes,74.2,7.2,86.2,92,74,78,77,,8.6,8.1,146674,A,Irregular
STU1245,Harsh,22,Male,Hyderabad,IT,1,No,74.5,5.2,92.4,70,91,81,95,71.0,8.4,7.8,171582,A,Irregular
STU1246,Varun,18,Female,Hyderabad,CSE,7,Yes,80.1,7.6,80.0,36,79,51,42,47.0,6.0,4.2,107019,C,Regular
STU1247,Aadhya,22,Male,Pune,AI & DS,8,No,75.8,6.4,86.1,47,56,75,26,51.0,5.2,3.7,73748,C,Regular
STU1248,Yash,23,Female,Hyderabad,CSE,8,No,66.7,7.2,,55,64,54,24,89.0,8.6,10.0,98901,C,Irregular
STU1249,Mohit,21,Female,Ahmedabad,IT,5,Yes,59.2,2.7,47.2,42,83,100,57,77.0,6.4,3.0,146234,B+,Irregular
STU1250,Simran,23,Male,Kolkata,ECE,1,No,71.2,3.2,52.3,88,59,99,67,64.0,6.8,2.0,116287,B+,Irregular
STU1011,Aryan,23,Female,Chennai,Mechanical,7,Yes,67.5,3.6,58.3,35,48,41,72,73.0,8.1,5.8,176081,C,Irregular
STU1051,Aarav,23,Female,Kolkata,ECE,5,Yes,82.5,4.8,56.1,98,67,76,30,32.0,7.6,2.7,71342,B,Regular
STU1101,Aarav,21,Female,Pune,Civil,7,Yes,81.7,2.6,93.6,51,57,41,54,34.0,6.5,4.6,141260,D,Regular
